ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
185.162.60.45,8080,HU,Hungary,Ajka,,,,,HTTP,Elite,53,280,2026-04-07T07:31:20Z
84.2.239.42,4153,HU,Hungary,Hajd?n?n?s,,,,,SOCKS4,Elite,12,3460,2026-04-06T15:01:48Z
