ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
103.35.189.56,1080,MD,Moldova,,,,,,SOCKS4,Elite,14,3740,2026-04-07T03:42:24Z
103.113.70.189,1081,MD,Moldova,,,,,,HTTP|HTTPS|SOCKS4|SOCKS5,Elite,27,860,2026-04-07T03:05:05Z
