ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
85.132.37.9,1313,AZ,Azerbaijan,Baku,,,,,HTTP|HTTPS,Elite,13,300,2026-04-06T04:23:43Z
213.154.2.210,3128,AZ,Azerbaijan,Baku,,,,,HTTP,Elite,6,380,2026-04-05T21:02:30Z
185.118.51.163,3128,AZ,Azerbaijan,Baku,,,,,HTTP,Elite,17,3480,2026-04-05T08:35:29Z
