ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
62.72.166.19,80,JO,Jordan,,,,,,HTTP,Anonymous,100,20,2026-09-04T07:06:02Z
62.72.166.194,80,JO,Jordan,,,,,,HTTP,Anonymous,100,20,2026-09-04T07:05:05Z
