ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
89.116.250.11,80,LT,Lithuania,,,,,,HTTP,Anonymous,100,20,2026-09-05T06:52:04Z
89.116.250.88,80,LT,Lithuania,,,,,,HTTP,Anonymous,100,20,2026-09-05T06:52:03Z
89.116.250.139,80,LT,Lithuania,,,,,,HTTP,Anonymous,100,20,2026-09-05T06:52:02Z
