ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
94.158.49.82,3128,UZ,Uzbekistan,Guliston,,,,,HTTP|HTTPS,Elite,18,240,2026-04-06T23:56:15Z
195.158.8.123,3128,UZ,Uzbekistan,Tashkent,,,,,HTTP,Elite,24,4560,2026-04-06T18:57:43Z
