ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
188.42.89.143,80,LU,Luxembourg,,,,,,HTTP,Anonymous,99,20,2026-06-19T07:22:01Z
