ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
190.104.8.142,14888,BO,Bolivia,La Paz,,,,,SOCKS4,Elite,77,2820,2026-06-16T07:38:12Z
